"Id","OwnerId","IsDeleted","Name","CurrencyIsoCode","CreatedDate","CreatedById","LastModifiedDate","LastModifiedById","SystemModstamp","LastActivityDate","Country__c","Population__c","Business_Associate__c","Geolocation__Latitude__s","Geolocation__Longitude__s","Zone__c","Target_Population__c","myAgro_Model__c","Targeted_or_Viral__c","Vendor__c","Delivery_Day__c","Delivery_Route__c","Delivery_Drop_Order__c","Agent_Maraichage__c","Active__c"
"a0Vb0000000xB8JEAU","005b0000000WPiMAAW","0","Niegue","XOF","2013-08-24 21:09:36","005b0000000WPiMAAW","2015-03-04 15:26:58","005b0000000mPx4AAE","2015-03-04 15:26:58","","Mali","846","a0Ib0000003QGjVEAW","","","Dialakoroba","338","Boutique","","a0Pb0000002yfDbEAI","2014-06-07 00:00:00","Camion 2","1 (Dialakoroba)","","0"
"a0Vb0000000xB8NEAU","005b0000000WPiMAAW","0","Lena","XOF","2013-08-24 21:02:41","005b0000000WPiMAAW","2015-03-04 15:26:58","005b0000000mPx4AAE","2015-03-04 15:26:58","","Mali","756","a0Ib0000003QGjVEAW","12.099000","-8.037000","Dialakoroba","302","Boutique;Early Adopter","Targeted","a0Pb0000002yfDAEAY","2014-06-05 00:00:00","Camion 2","3 (Manambougou)","","0"
"a0Vb0000000xB8OEAU","005b0000000WPiMAAW","0","Kombo","XOF","2013-08-24 21:03:37","005b0000000WPiMAAW","2015-03-04 15:26:58","005b0000000mPx4AAE","2015-03-04 15:26:58","","Mali","2751","a0Ib000000GjA7kEAF","12.304000","-7.614000","Tiele","1100","Boutique","","a0Pb0000002yfDUEAY","2014-06-04 00:00:00","Camion 2","3 (Kombo)","","1"
"a0Vb0000000xB8XEAU","005b0000000WPiMAAW","0","Baga","XOF","2013-08-24 21:03:35","005b0000000WPiMAAW","2015-03-04 15:26:58","005b0000000mPx4AAE","2015-03-04 15:26:58","","Mali","567","a0Ib000000GjA7REAV","12.120000","-7.979000","Dialakoroba","226","Boutique;Early Adopter","Targeted","a0Pb0000002yfDAEAY","2014-06-07 00:00:00","Camion 4","1 (Baga)","a0Ib000000GUrxrEAD","1"
"a0Vb0000000xB8cEAE","005b0000000WPiMAAW","0","Falan","XOF","2013-08-24 21:03:36","005b0000000WPiMAAW","2015-03-04 15:26:58","005b0000000mPx4AAE","2015-03-04 15:26:58","","Mali","1079","a0Ib000000GjA7JEAV","12.170000","-7.741000","Dialakoroba","431","Vendor Assistance;Local Vendor","Targeted","a0Pb0000000kW9CEAU","2014-06-04 00:00:00","Camion 6","1 (Falan)","a0Ib000000GUsK7EAL","1"
"a0Vb0000000xB8dEAE","005b0000000WPiMAAW","0","Sanambele","XOF","2013-08-24 21:05:28","005b0000000WPiMAAW","2015-03-04 15:26:58","005b0000000mPx4AAE","2015-03-04 15:26:58","","Mali","923","a0Ib000000GjA7MEAV","12.285000","-7.824000","Dialakoroba","369","Vendor Assistance;Local Vendor","Targeted","a0Pb0000002yfDfEAI","2014-06-05 00:00:00","Camion 4","1 (Sanambele","a0Ib000000GUsSoEAL","0"
"a0Vb0000000xB8eEAE","005b0000000WPiMAAW","0","Sanambougoula","XOF","2013-08-24 21:09:37","005b0000000WPiMAAW","2015-03-04 15:26:58","005b0000000mPx4AAE","2015-03-04 15:26:58","","Mali","265","a0Ib0000002S1yHEAS","","","Tiele","106","Boutique","","a0Pb0000002yfDQEAY","2014-06-04 00:00:00","Camion 2","3 (Kombo)","","0"
"a0Vb0000000xB8hEAE","005b0000000WPiMAAW","0","Molobala","XOF","2013-08-24 21:03:36","005b0000000WPiMAAW","2015-03-04 15:26:58","005b0000000mPx4AAE","2015-03-04 15:26:58","","Mali","1622","a0Ib000000GjA7REAV","12.177000","-5.333000","Dialakoroba","648","Boutique;Early Adopter","Targeted","a0Pb0000002yfDXEAY","2014-06-05 00:00:00","Camion 2","2 (Molobala)","","1"
"a0Vb0000000xB8iEAE","005b0000000WPiMAAW","0","Tabacoro","XOF","2013-08-24 21:09:37","005b0000000WPiMAAW","2015-03-04 15:26:58","005b0000000mPx4AAE","2015-03-04 15:26:58","","Mali","611","a0Ib000000GjA7MEAV","","","Dialakoroba","244","Boutique","","a0Pb0000002yfDnEAI","2014-06-05 00:00:00","Camion 3","1 (Tabacoro)","a0Ib000000GUsJeEAL","1"
"a0Vb0000000xB8mEAE","005b0000000WPiMAAW","0","Bananzole","XOF","2013-08-24 21:03:36","005b0000000WPiMAAW","2015-03-04 15:26:58","005b0000000mPx4AAE","2015-03-04 15:26:58","","Mali","858","a0Ib0000002S1pXEAS","12.216000","-7.911000","Ouelessebougou","343","Boutique","Viral","a0Pb0000002yfDCEAY","2014-06-06 00:00:00","Camion 3","3 (Bananzole)","a0Ib000000GUsSoEAL","0"
"a0Vb0000000xB8nEAE","005b0000000WPiMAAW","0","Digato","XOF","2013-08-24 21:05:28","005b0000000WPiMAAW","2015-03-06 16:38:27","005b0000001WmnMAAS","2015-03-06 16:38:27","","Mali","713","a0Ib000000GjA7UEAV","12.321000","-7.993000","Dialakoroba","285","Joint Village","Viral","a0Pb0000008q1YTEAY","2014-06-04 00:00:00","Camion 3","2 (Digato)","a0Ib000000GUsSoEAL","1"
"a0Vb0000000xB8rEAE","005b0000000WPiMAAW","0","Daman","XOF","2013-08-24 21:03:36","005b0000000WPiMAAW","2015-03-04 15:26:58","005b0000000mPx4AAE","2015-03-04 15:26:58","","Mali","319.0","a0Ib0000006zrh6EAA","12.242000","-7.807000","Dialakoroba","127.0","Boutique;Early Adopter","Targeted","a0Pb0000002yfDIEAY","2014-06-05 00:00:00","Camion 4","3 (Safe Korein)","","0"
"a0Vb0000000xB8wEAE","005b0000000WPiMAAW","0","Karako","XOF","2013-08-24 21:03:36","005b0000000WPiMAAW","2015-03-06 16:52:18","005b0000001WmnMAAS","2015-03-06 16:52:18","","Mali","523","a0Ib000000GjA7UEAV","12.246000","-7.850000","Dialakoroba","209","Boutique","Viral","a0Pb0000002yfDIEAY","2014-06-07 00:00:00","Camion 2","1 (Dialakoroba)","a0Ib000000LOtSvEAL","1"
"a0Vb0000000xB8xEAE","005b0000000WPiMAAW","0","Tadianabougou","XOF","2013-08-24 21:05:29","005b0000000WPiMAAW","2015-03-04 15:26:58","005b0000000mPx4AAE","2015-03-04 15:26:58","","Mali","702","a0Ib0000006zrh6EAA","12.327000","-7.858000","Dialakoroba","280","Vendor","Targeted","a0Pb0000000kW9gEAE","2014-06-05 00:00:00","Camion 3","2 (Douban)","a0Ib0000005vjDREAY","0"
"a0Vb0000000xB8yEAE","005b0000000WPiMAAW","0","Sanankoroni","XOF","2013-08-24 21:12:05","005b0000000WPiMAAW","2015-03-04 15:26:58","005b0000000mPx4AAE","2015-03-04 15:26:58","","Mali","709.0","a0Ib000000GjA7oEAF","","","Dialakoroba","283.0","Boutique","","a0Pb0000002yfDhEAI","2014-06-04 00:00:00","Camion 1","3 (Sananakoroni)","","1"
"a0Vb0000000xB91EAE","005b0000000WPiMAAW","0","Soni","XOF","2013-08-24 21:03:36","005b0000000WPiMAAW","2015-03-04 15:26:58","005b0000000mPx4AAE","2015-03-04 15:26:58","","Mali","289.0","a0Ib000000GjA7TEAV","12.271000","-7.539000","Tiele","115.0","Boutique","","a0Pb0000002yfDiEAI","2014-06-05 00:00:00","Camion 1","1 (Tiele)","","0"
"a0Vb0000000xB92EAE","005b0000000WPiMAAW","0","Bassian","XOF","2013-08-24 21:05:29","005b0000000WPiMAAW","2015-03-04 15:26:58","005b0000000mPx4AAE","2015-03-04 15:26:58","","Mali","1148","a0Ib000000GUrxrEAD","12.337000","-7.475000","Tiele","459","Boutique","","a0Pb0000002yfDDEAY","2014-06-04 00:00:00","Camion 5","1 (Bassian)","","1"
"a0Vb0000000xB96EAE","005b0000000WPiMAAW","0","Gouani","XOF","2013-08-24 21:03:37","005b0000000WPiMAAW","2015-03-04 15:26:58","005b0000000mPx4AAE","2015-03-04 15:26:58","","Mali","1285.0","a0Ib000000GjA7kEAF","12.272000","-7.574000","Tiele","514.0","Vendor Assistance;Local Vendor","","a0Pb0000002yfDQEAY","2014-06-05 00:00:00","Camion 6","1 (Gouani)","","1"
"a0Vb0000000xB9CEAU","005b0000000WPiMAAW","0","Balala","XOF","2013-08-24 21:08:22","005b0000000WPiMAAW","2015-03-04 15:26:58","005b0000000mPx4AAE","2015-03-04 15:26:58","","Mali","559.0","a0Ib0000000Vrp7EAC","14.112000","-7.029000","Dialakoroba","223.0","Boutique;Early Adopter","Targeted","a0Pb0000003BaR3EAK","2014-06-04 00:00:00","Camion 1","1 (Dankassa)","","0"
"a0Vb0000000xB9DEAU","005b0000000WPiMAAW","0","Sikoro","XOF","2013-08-24 21:12:05","005b0000000WPiMAAW","2015-03-04 15:26:58","005b0000000mPx4AAE","2015-03-04 15:26:58","","Mali","443","a0Ib000000GjA7kEAF","","","Tiele","177","Boutique","","a0Pb0000002yfDiEAI","2014-06-04 00:00:00","Camion 2","1 (Sikoro A)","","1"
"a0Vb0000000xB9MEAU","005b0000000WPiMAAW","0","Fani Kodialan","XOF","2013-08-24 21:12:04","005b0000000WPiMAAW","2015-03-04 15:26:58","005b0000000mPx4AAE","2015-03-04 15:26:58","","Mali","828","a0Ib0000002S1pXEAS","","","Ouelessebougou","331","Boutique","Viral","a0Pb0000002yfDNEAY","2014-06-04 00:00:00","Camion 5","1 (Fani Kodialan)","a0Ib000000GUsK7EAL","1"
"a0Vb0000000xB9REAU","005b0000000WPiMAAW","0","Kandia","XOF","2013-08-24 21:12:04","005b0000000WPiMAAW","2015-03-04 15:26:58","005b0000000mPx4AAE","2015-03-04 15:26:58","","Mali","780","a0Ib000000GjA7oEAF","","","Dialakoroba","312","Boutique","Targeted","a0Pb0000000kW9MEAU","2014-06-07 00:00:00","Camion 3","1 (Kandia)","","1"
"a0Vb0000000xB9VEAU","005b0000000WPiMAAW","0","Tadiana","XOF","2013-08-24 21:05:28","005b0000000WPiMAAW","2015-03-04 15:26:58","005b0000000mPx4AAE","2015-03-04 15:26:58","","Mali","528","a0Ib0000006zrh6EAA","12.312000","-7.868000","Dialakoroba","211","Joint Village","Viral","a0Pb0000000kW9gEAE","2014-06-05 00:00:00","Camion 3","2 (Douban)","","0"
"a0Vb0000000xB9aEAE","005b0000000WPiMAAW","0","Sinsina","XOF","2013-08-24 21:05:29","005b0000000WPiMAAW","2015-03-06 16:20:12","005b0000001WmnMAAS","2015-03-06 16:20:12","","Mali","1066","a0Ib000000GjA7UEAV","12.352000","-5.442000","Dialakoroba","426","Joint Village","Viral","a0Pb0000002yfDkEAI","2014-06-04 00:00:00","Camion 3","3 (Sinsina)","a0Ib000000GUsSoEAL","1"
"a0Vb0000000xB9fEAE","005b0000000WPiMAAW","0","Solo Korein","XOF","2013-08-24 21:05:29","005b0000000WPiMAAW","2015-03-04 15:26:58","005b0000000mPx4AAE","2015-03-04 15:26:58","","Mali","536","a0Ib0000003QGjVEAW","12.352000","-5.442000","Dialakoroba","214","Boutique","","a0Pb0000002yfDIEAY","2014-06-07 00:00:00","Camion 3","1 (Kandia)","","0"
"a0Vb0000000xB9pEAE","005b0000000WPiMAAW","0","Bagnakoro","XOF","2013-08-24 21:08:22","005b0000000WPiMAAW","2015-03-04 15:26:58","005b0000000mPx4AAE","2015-03-04 15:26:58","","Mali","262","a0Ib000000GUrxrEAD","","","Tiele","104","Boutique","Viral","a0Pb0000002yfDBEAY","2014-06-07 00:00:00","Camion 1","1 (Bagnacoro)","","1"
"a0Vb0000000xB9uEAE","005b0000000WPiMAAW","0","Faralan","XOF","2013-08-24 21:08:23","005b0000000WPiMAAW","2015-03-04 15:26:58","005b0000000mPx4AAE","2015-03-04 15:26:58","","Mali","403","a0Ib0000002S1yHEAS","","","Tiele","161","Boutique","","a0Pb0000002yfDBEAY","2014-06-05 00:00:00","Camion 1","1 (Tiele)","","0"
"a0Vb0000000xB9zEAE","005b0000000WPiMAAW","0","Freintoumou","XOF","2013-08-24 21:08:23","005b0000000WPiMAAW","2015-03-04 15:26:58","005b0000000mPx4AAE","2015-03-04 15:26:58","","Mali","1111.0","a0Ib0000003QGjUEAW","","","Dialakoroba","444.0","Boutique","Targeted","a0Pb0000002yfDPEAY","2014-06-05 00:00:00","Camion 2","1 (Freintoumou)","","0"
"a0Vb0000000xBA4EAM","005b0000000WPiMAAW","0","Gwelekoro","XOF","2013-08-24 21:08:23","005b0000000WPiMAAW","2015-03-06 16:50:36","005b0000001WmnMAAS","2015-03-06 16:50:36","","Mali","679","a0Ib000000GjA7UEAV","","","Dialakoroba","271","Boutique;Vendor Assistance;Local Vendor","Targeted","a0Pb0000000kW9HEAU","2014-06-04 00:00:00","Camion 3","1 (Gwelekoro)","a0Ib000000LOtSvEAL","1"
"a0Vb0000000xBA9EAM","005b0000000WPiMAAW","0","Koflani","XOF","2013-08-24 21:08:23","005b0000000WPiMAAW","2015-03-04 15:26:58","005b0000000mPx4AAE","2015-03-04 15:26:58","","Mali","600","a0Ib000000GUrxrEAD","","","Tiele","240","Boutique","","a0Pb0000002yfDSEAY","2014-06-05 00:00:00","Camion 1","2 (Koflani)","","1"
"a0Vb0000000xBAEEA2","005b0000000WPiMAAW","0","Kotou","XOF","2013-08-24 21:08:24","005b0000000WPiMAAW","2015-03-04 15:26:58","005b0000000mPx4AAE","2015-03-04 15:26:58","","Mali","0","a0Ib0000002S1yHEAS","","","Tiele","0","Boutique","","a0Pb0000000kYmdEAE","2014-06-05 00:00:00","Camion 6","1 (Gouani)","","0"
"a0Vb0000000xBAJEA2","005b0000000WPiMAAW","0","M'Panco","XOF","2013-08-24 21:08:24","005b0000000WPiMAAW","2015-03-04 15:26:58","005b0000000mPx4AAE","2015-03-04 15:26:58","","Mali","311.0","a0Ib0000003QGjUEAW","","","Dialakoroba","124.0","Boutique;Early Adopter","Targeted","a0Pb0000002yfDPEAY","2014-06-05 00:00:00","Camion 2","1 (Freintoumou)","","0"
"a0Vb0000000xBAKEA2","005b0000000WPiMAAW","0","N'Gouraba","XOF","2013-08-24 21:17:47","005b0000000WPiMAAW","2015-03-04 15:26:58","005b0000000mPx4AAE","2015-03-04 15:26:58","","Mali","500","a0Ib000000GjA7eEAF","","","Tiele","200","Boutique","211","a0Pb0000003lffyEAA","2014-06-07 00:00:00","Camion 1","2 (N'Gouraba)","","1"
