"Id","OwnerId","IsDeleted","Name","CurrencyIsoCode","CreatedDate","CreatedById","LastModifiedDate","LastModifiedById","SystemModstamp","LastActivityDate","Country__c","Population__c","Business_Associate__c","Geolocation__Latitude__s","Geolocation__Longitude__s","Zone__c","Target_Population__c","myAgro_Model__c","Targeted_or_Viral__c","Vendor__c","Delivery_Day__c","Delivery_Route__c","Delivery_Drop_Order__c","Agent_Maraichage__c","Active__c"
"a0Vb0000009DEvCEAW","005b0000000mPx4AAE","0","Kassela","XOF","2014-10-30 17:11:01","005b0000000mPx4AAE","2015-03-04 15:26:58","005b0000000mPx4AAE","2015-03-04 15:26:59","","Mali","","a0Ib000000GjA7hEAF","","","Tiele","","Boutique","","a0Pb0000008pvzDEAQ","","","","","1"
"a0Vb0000009DEvDEAW","005b0000000mPx4AAE","0","Dicko","XOF","2014-10-30 17:11:01","005b0000000mPx4AAE","2015-03-04 15:26:58","005b0000000mPx4AAE","2015-03-04 15:26:59","","Mali","","a0Ib000000GjA7HEAV","","","Tiele","","Boutique","","a0Pb0000009La3sEAC","","","","","0"
"a0Vb0000009DEvEEAW","005b0000000mPx4AAE","0","Mounzoun","XOF","2014-10-30 17:11:01","005b0000000mPx4AAE","2015-03-04 15:26:58","005b0000000mPx4AAE","2015-03-04 15:26:59","","Mali","","a0Ib000000GjA7HEAV","","","Tiele","","Boutique","","a0Pb0000009La5VEAS","","","","","0"
"a0Vb0000009DEvFEAW","005b0000000mPx4AAE","0","Mountougoula","XOF","2014-10-30 17:11:01","005b0000000mPx4AAE","2015-03-06 16:23:24","005b0000001WmnMAAS","2015-03-06 16:23:24","","Mali","","a0Ib000000GjA7IEAV","","","Tiele","","Boutique","","a0Pb0000008pvzIEAQ","","","","a0Ib000000GUsK7EAL","1"
"a0Vb0000009DEvGEAW","005b0000000mPx4AAE","0","Tangala","XOF","2014-10-30 17:11:01","005b0000000mPx4AAE","2015-03-04 15:26:58","005b0000000mPx4AAE","2015-03-04 15:26:59","","Mali","","a0Ib000000GjA7IEAV","","","Tiele","","Boutique","","a0Pb0000009Ls0VEAS","","","","","0"
"a0Vb0000009DEvLEAW","005b0000000mPx4AAE","0","Banko","XOF","2014-10-30 17:11:01","005b0000000mPx4AAE","2015-03-04 15:26:58","005b0000000mPx4AAE","2015-03-04 15:26:59","","Mali","","a0Ib000000GjA7KEAV","","","Sido","","Boutique","","a0Pb0000008pvyjEAA","","","","","1"
"a0Vb0000009DEvMEAW","005b0000000mPx4AAE","0","Lasso","XOF","2014-10-30 17:11:01","005b0000000mPx4AAE","2015-03-04 15:26:58","005b0000000mPx4AAE","2015-03-04 15:26:59","","Mali","","a0Ib000000GjA7KEAV","","","Sido","","Boutique","","a0Pb0000009La6NEAS","","","","","0"
"a0Vb0000009DEvNEAW","005b0000000mPx4AAE","0","Siokoro","XOF","2014-10-30 17:11:01","005b0000000mPx4AAE","2015-03-04 15:26:58","005b0000000mPx4AAE","2015-03-04 15:26:59","","Mali","","a0Ib000000GjA7KEAV","","","Sido","","Boutique","","a0Pb0000008pvzBEAQ","","","","","1"
"a0Vb0000009DEvOEAW","005b0000000mPx4AAE","0","Koyena","XOF","2014-10-30 17:11:01","005b0000000mPx4AAE","2015-03-04 15:26:58","005b0000000mPx4AAE","2015-03-04 15:26:59","","Mali","","a0Ib000000GjA7LEAV","","","Sido","","Boutique","","a0Pb0000008pvz1EAA","","","","","1"
"a0Vb0000009DEvPEAW","005b0000000mPx4AAE","0","Momissala","XOF","2014-10-30 17:11:01","005b0000000mPx4AAE","2015-03-04 15:26:58","005b0000000mPx4AAE","2015-03-04 15:26:59","","Mali","","a0Ib000000GjA7LEAV","","","Sido","","Boutique","","a0Pb0000008pvyuEAA","","","","","1"
"a0Vb0000009DEvQEAW","005b0000000mPx4AAE","0","Zambouroula","XOF","2014-10-30 17:11:01","005b0000000mPx4AAE","2015-03-04 15:26:58","005b0000000mPx4AAE","2015-03-04 15:26:59","","Mali","","a0Ib000000GjA7LEAV","","","Sido","","Boutique","","a0Pb0000008pvykEAA","","","","","1"
"a0Vb0000009DEvREAW","005b0000000mPx4AAE","0","Congola","XOF","2014-10-30 17:11:01","005b0000000mPx4AAE","2015-03-04 15:26:58","005b0000000mPx4AAE","2015-03-04 15:26:59","","Mali","","a0Ib000000GjCbMEAV","","","Bancoumana","","Boutique","","a0Pb0000008pvyBEAQ","","","","","1"
"a0Vb0000009DEvSEAW","005b0000000mPx4AAE","0","Samako","XOF","2014-10-30 17:11:01","005b0000000mPx4AAE","2015-03-06 16:37:13","005b0000001WmnMAAS","2015-03-06 16:37:13","","Mali","","a0Ib000000GjCbMEAV","","","Bancoumana","","Boutique","","a0Pb0000008pvxzEAA","","","","a0Ib000000GUsJeEAL","1"
"a0Vb0000009DEvTEAW","005b0000000mPx4AAE","0","Teneya","XOF","2014-10-30 17:11:01","005b0000000mPx4AAE","2015-03-04 15:26:58","005b0000000mPx4AAE","2015-03-04 15:26:59","","Mali","","a0Ib000000GjCbMEAV","","","Bancoumana","","Boutique","","a0Pb0000008pvxuEAA","","","","","1"
"a0Vb0000009DEvUEAW","005b0000000mPx4AAE","0","Kourouba","XOF","2014-10-30 17:11:01","005b0000000mPx4AAE","2015-03-04 15:26:58","005b0000000mPx4AAE","2015-03-04 15:26:59","","Mali","","a0Ib0000005vi5SEAQ","","","Ouelessebougou","","Boutique","","","","","","","0"
"a0Vb0000009DEvVEAW","005b0000000mPx4AAE","0","Gouala","XOF","2014-10-30 17:11:01","005b0000000mPx4AAE","2015-03-04 15:26:58","005b0000000mPx4AAE","2015-03-04 15:26:59","","Mali","","a0Ib0000005vi5SEAQ","","","Ouelessebougou","","Boutique","","","","","","","0"
"a0Vb0000009DEvWEAW","005b0000000mPx4AAE","0","Dalakana","XOF","2014-10-30 17:11:01","005b0000000mPx4AAE","2015-03-04 15:26:58","005b0000000mPx4AAE","2015-03-04 15:26:59","","Mali","","a0Ib000000GjA7OEAV","","","Bancoumana","","Boutique","","a0Pb0000008pvyDEAQ","","","","","1"
"a0Vb0000009DEvXEAW","005b0000000mPx4AAE","0","Djoliba","XOF","2014-10-30 17:11:01","005b0000000mPx4AAE","2015-03-04 15:26:58","005b0000000mPx4AAE","2015-03-04 15:26:59","","Mali","","a0Ib000000GjA7OEAV","","","Bancoumana","","Boutique","","a0Pb0000008pvxqEAA","","","","","1"
"a0Vb0000009DEvYEAW","005b0000000mPx4AAE","0","Kirina","XOF","2014-10-30 17:11:01","005b0000000mPx4AAE","2015-03-04 15:26:58","005b0000000mPx4AAE","2015-03-04 15:26:59","","Mali","","a0Ib000000GjA7OEAV","","","Bancoumana","","Boutique","","a0Pb0000008pvy1EAA","","","","","1"
"a0Vb0000009DEvZEAW","005b0000000mPx4AAE","0","Feretou","XOF","2014-10-30 17:11:01","005b0000000mPx4AAE","2015-03-04 15:26:58","005b0000000mPx4AAE","2015-03-04 15:26:59","","Mali","","a0Ib000000GjA7PEAV","","","Sido","","Boutique","","a0Pb0000008pvyfEAA","","","","","1"
"a0Vb0000009DEvaEAG","005b0000000mPx4AAE","0","Tintala","XOF","2014-10-30 17:11:01","005b0000000mPx4AAE","2015-03-04 15:26:58","005b0000000mPx4AAE","2015-03-04 15:26:59","","Mali","","a0Ib000000GjA7PEAV","","","Sido","","Boutique","","","","","","","0"
"a0Vb0000009DEvbEAG","005b0000000mPx4AAE","0","Dogo","XOF","2014-10-30 17:11:01","005b0000000mPx4AAE","2015-03-04 15:26:58","005b0000000mPx4AAE","2015-03-04 15:26:59","","Mali","","a0Ib000000GjA7PEAV","","","Sido","","Boutique","","a0Pb0000008pvz6EAA","","","","","1"
"a0Vb0000009DEvcEAG","005b0000000mPx4AAE","0","Fiana","XOF","2014-10-30 17:11:01","005b0000000mPx4AAE","2015-03-04 15:26:58","005b0000000mPx4AAE","2015-03-04 15:26:59","","Mali","","a0Ib000000GjA7PEAV","","","Sido","","Boutique","","a0Pb0000008pvyqEAA","","","","","1"
"a0Vb0000009DEvdEAG","005b0000000mPx4AAE","0","Kamale","XOF","2014-10-30 17:11:01","005b0000000mPx4AAE","2015-03-04 15:26:58","005b0000000mPx4AAE","2015-03-04 15:26:59","","Mali","","a0Ib000000GjA7QEAV","","","Bancoumana","","Boutique","","a0Pb0000008pvy3EAA","","","","","1"
"a0Vb0000009DEveEAG","005b0000000mPx4AAE","0","Kamale Kakele","XOF","2014-10-30 17:11:01","005b0000000mPx4AAE","2015-03-04 15:26:58","005b0000000mPx4AAE","2015-03-04 15:26:59","","Mali","","a0Ib000000GjA7QEAV","","","Bancoumana","","Boutique","","a0Pb0000008pvy8EAA","","","","","1"
"a0Vb0000009DEvfEAG","005b0000000mPx4AAE","0","Nafadji","XOF","2014-10-30 17:11:01","005b0000000mPx4AAE","2015-03-06 16:20:45","005b0000001WmnMAAS","2015-03-06 16:20:45","","Mali","","a0Ib000000GjA7QEAV","","","Bancoumana","","Boutique","","a0Pb0000008pvy4EAA","","","","a0Ib000000GUsJeEAL","1"
"a0Vb0000009DEvhEAG","005b0000000mPx4AAE","0","Darani","XOF","2014-10-30 17:11:01","005b0000000mPx4AAE","2015-03-04 15:26:58","005b0000000mPx4AAE","2015-03-04 15:26:59","","Mali","","a0Ib000000GjA7TEAV","","","Tiele","","Boutique","","a0Pb0000008pvzMEAQ","","","","","1"
"a0Vb0000009DEviEAG","005b0000000mPx4AAE","0","Bourala-Sounsoukoro","XOF","2014-10-30 17:11:01","005b0000000mPx4AAE","2015-03-04 15:26:58","005b0000000mPx4AAE","2015-03-04 15:26:59","","Mali","","a0Ib000000GjA7UEAV","","","Sido","","Boutique","","","","","","","0"
"a0Vb0000009DEvjEAG","005b0000000mPx4AAE","0","Diran Tabakoro","XOF","2014-10-30 17:11:01","005b0000000mPx4AAE","2015-03-04 15:26:58","005b0000000mPx4AAE","2015-03-04 15:26:59","","Mali","","a0Ib000000Hl7JjEAJ","","","Sido","","Boutique","","a0Pb0000008pvymEAA","","","","","1"
"a0Vb0000009DEvkEAG","005b0000000mPx4AAE","0","Kondo","XOF","2014-10-30 17:11:01","005b0000000mPx4AAE","2015-03-04 15:26:59","005b0000000mPx4AAE","2015-03-04 15:26:59","","Mali","","a0Ib000000Hl7JjEAJ","","","Sido","","Boutique","","a0Pb0000008pvz5EAA","","","","","1"
"a0Vb0000009DEvlEAG","005b0000000mPx4AAE","0","Nani","XOF","2014-10-30 17:11:01","005b0000000mPx4AAE","2015-03-04 15:26:59","005b0000000mPx4AAE","2015-03-04 15:26:59","","Mali","","a0Ib000000Hl7JjEAJ","","","Sido","","Boutique","","a0Pb0000008pvz7EAA","","","","","1"
"a0Vb0000009DEvmEAG","005b0000000mPx4AAE","0","Banantoumou","XOF","2014-10-30 17:11:01","005b0000000mPx4AAE","2015-03-04 15:26:59","005b0000000mPx4AAE","2015-03-04 15:26:59","","Mali","","a0Ib000000GjA7VEAV","","","Sido","","Boutique","","a0Pb0000008pvylEAA","","","","","1"
"a0Vb0000009DEvnEAG","005b0000000mPx4AAE","0","Farabagougou","XOF","2014-10-30 17:11:01","005b0000000mPx4AAE","2015-03-04 15:26:59","005b0000000mPx4AAE","2015-03-04 15:26:59","","Mali","","a0Ib000000GjA7VEAV","","","Sido","","Boutique","","a0Pb0000008pvz4EAA","","","","","1"
"a0Vb0000009DEvoEAG","005b0000000mPx4AAE","0","Soulouba","XOF","2014-10-30 17:11:01","005b0000000mPx4AAE","2015-03-04 15:26:59","005b0000000mPx4AAE","2015-03-04 15:26:59","","Mali","","a0Ib000000GjA7VEAV","","","Sido","","Boutique","","a0Pb0000008pvyvEAA","","","","","1"
"a0Vb0000009DEvpEAG","005b0000000mPx4AAE","0","Dialakoro","XOF","2014-10-30 17:11:01","005b0000000mPx4AAE","2015-03-04 15:26:59","005b0000000mPx4AAE","2015-03-04 15:26:59","","Mali","","a0Ib000000GjA7WEAV","","","Sido","","Boutique","","a0Pb0000008pvybEAA","","","","","1"
"a0Vb0000009DEvqEAG","005b0000000mPx4AAE","0","Keleya","XOF","2014-10-30 17:11:01","005b0000000mPx4AAE","2015-03-04 15:26:59","005b0000000mPx4AAE","2015-03-04 15:26:59","","Mali","","a0Ib000000GjA7WEAV","","","Sido","","Boutique","","a0Pb0000008pvycEAA","","","","","1"
"a0Vb0000009DEvrEAG","005b0000000mPx4AAE","0","N'Tena","XOF","2014-10-30 17:11:01","005b0000000mPx4AAE","2015-03-04 15:26:59","005b0000000mPx4AAE","2015-03-04 15:26:59","","Mali","","a0Ib000000GjA7WEAV","","","Sido","","Boutique","","a0Pb0000008pvyaEAA","","","","","1"
"a0Vb0000009DEvsEAG","005b0000000mPx4AAE","0","Konoko","XOF","2014-10-30 17:11:01","005b0000000mPx4AAE","2015-03-04 15:26:59","005b0000000mPx4AAE","2015-03-04 15:26:59","","Mali","","a0Ib000000GjA7YEAV","","","Sido","","Boutique","","a0Pb0000008pvz0EAA","","","","","1"
"a0Vb0000009DEvtEAG","005b0000000mPx4AAE","0","Kabalabougou","XOF","2014-10-30 17:11:01","005b0000000mPx4AAE","2015-03-04 15:26:59","005b0000000mPx4AAE","2015-03-04 15:26:59","","Mali","","a0Ib000000GjA7ZEAV","","","Bancoumana","","Boutique","","a0Pb0000008pvxvEAA","","","","","1"
"a0Vb0000009DEvuEAG","005b0000000mPx4AAE","0","Ouizindougou","XOF","2014-10-30 17:11:01","005b0000000mPx4AAE","2015-03-04 15:26:59","005b0000000mPx4AAE","2015-03-04 15:26:59","","Mali","","a0Ib000000GjA7ZEAV","","","Bancoumana","","Boutique","","","","","","","0"
"a0Vb0000009DEvvEAG","005b0000000mPx4AAE","0","Samanko","XOF","2014-10-30 17:11:01","005b0000000mPx4AAE","2015-03-04 15:26:59","005b0000000mPx4AAE","2015-03-04 15:26:59","","Mali","","a0Ib000000GjA7ZEAV","","","Bancoumana","","Boutique","","a0Pb0000008pvyCEAQ","","","","","1"
"a0Vb0000009DEvwEAG","005b0000000mPx4AAE","0","Dialan","XOF","2014-10-30 17:11:01","005b0000000mPx4AAE","2015-03-04 15:26:59","005b0000000mPx4AAE","2015-03-04 15:26:59","","Mali","","a0Ib000000GjA7aEAF","","","Sido","","Boutique","","a0Pb0000009La5kEAC","","","","","0"
"a0Vb0000009DEvxEAG","005b0000000mPx4AAE","0","Makana","XOF","2014-10-30 17:11:01","005b0000000mPx4AAE","2015-03-04 15:26:59","005b0000000mPx4AAE","2015-03-04 15:26:59","","Mali","","a0Ib000000GjA7GEAV","","","Sido","","Boutique","","a0Pb0000008pvygEAA","","","","","1"
"a0Vb0000009DEvyEAG","005b0000000mPx4AAE","0","Tierou","XOF","2014-10-30 17:11:01","005b0000000mPx4AAE","2015-03-04 15:26:59","005b0000000mPx4AAE","2015-03-04 15:26:59","","Mali","","a0Ib000000GjA7GEAV","","","Sido","","Boutique","","a0Pb0000008pvyhEAA","","","","","1"
"a0Vb0000009DEvzEAG","005b0000000mPx4AAE","0","Bini","XOF","2014-10-30 17:11:01","005b0000000mPx4AAE","2015-03-04 15:26:59","005b0000000mPx4AAE","2015-03-04 15:26:59","","Mali","","a0Ib000000GjA7gEAF","","","Tiele","","Boutique","","a0Pb0000008pvzUEAQ","","","","","1"
"a0Vb0000009DEw0EAG","005b0000000mPx4AAE","0","Koni","XOF","2014-10-30 17:11:01","005b0000000mPx4AAE","2015-03-04 15:26:59","005b0000000mPx4AAE","2015-03-04 15:26:59","","Mali","","a0Ib000000GjA7gEAF","","","Tiele","","Boutique","","a0Pb0000008pvzEEAQ","","","","","1"
"a0Vb0000009DEw1EAG","005b0000000mPx4AAE","0","Balandougou","XOF","2014-10-30 17:11:01","005b0000000mPx4AAE","2015-03-04 15:26:59","005b0000000mPx4AAE","2015-03-04 15:26:59","","Mali","","a0Ib000000GjA7cEAF","","","Bancoumana","","Boutique","","a0Pb0000008pvy5EAA","","","","a0Ib000000GUsJeEAL","1"
"a0Vb0000009DEw2EAG","005b0000000mPx4AAE","0","Farabana","XOF","2014-10-30 17:11:01","005b0000000mPx4AAE","2015-03-04 15:26:59","005b0000000mPx4AAE","2015-03-04 15:26:59","","Mali","","a0Ib000000GjA7cEAF","","","Bancoumana","","Boutique","","a0Pb0000008pvxxEAA","","","","","1"
"a0Vb0000009DEw3EAG","005b0000000mPx4AAE","0","Samale","XOF","2014-10-30 17:11:01","005b0000000mPx4AAE","2015-03-06 16:21:44","005b0000001WmnMAAS","2015-03-06 16:21:44","","Mali","","a0Ib000000GjA7cEAF","","","Bancoumana","","Boutique","","a0Pb0000008pvyFEAQ","","","","a0Ib000000GUsJeEAL","1"
"a0Vb0000009DEw4EAG","005b0000000mPx4AAE","0","Dassana","XOF","2014-10-30 17:11:01","005b0000000mPx4AAE","2015-03-04 15:26:59","005b0000000mPx4AAE","2015-03-04 15:26:59","","Mali","","a0Ib000000GjA7dEAF","","","Sido","","Boutique","","","","","","","0"
"a0Vb0000009DEw6EAG","005b0000000mPx4AAE","0","Boyla 2","XOF","2014-10-30 17:11:03","005b0000000mPx4AAE","2015-03-04 15:26:59","005b0000000mPx4AAE","2015-03-04 15:26:59","","Mali","","a0Ib000000GjA7eEAF","","","Tiele","","Boutique","","a0Pb0000008pvzJEAQ","","","","","1"
"a0Vb0000009DEw7EAG","005b0000000mPx4AAE","0","Dionon Koblen","XOF","2014-10-30 17:11:03","005b0000000mPx4AAE","2015-03-04 15:26:59","005b0000000mPx4AAE","2015-03-04 15:26:59","","Mali","","a0Ib000000GjA7eEAF","","","Tiele","","Boutique","","","","","","","0"
"a0Vb0000009DEwBEAW","005b0000000mPx4AAE","0","Banambani","XOF","2014-10-30 17:11:03","005b0000000mPx4AAE","2015-03-04 15:26:59","005b0000000mPx4AAE","2015-03-04 15:26:59","","Mali","","a0Ib000000GjA7fEAF","","","Tiele","","Boutique","","a0Pb0000008pvzTEAQ","","","","","1"
"a0Vb0000009DEwCEAW","005b0000000mPx4AAE","0","Farakan","XOF","2014-10-30 17:11:03","005b0000000mPx4AAE","2015-03-04 15:26:59","005b0000000mPx4AAE","2015-03-04 15:26:59","","Mali","","a0Ib000000GjA7gEAF","","","Tiele","","Boutique","","a0Pb0000009Ls07EAC","","","","","0"
"a0Vb0000009DEwDEAW","005b0000000mPx4AAE","0","Kokoun","XOF","2014-10-30 17:11:03","005b0000000mPx4AAE","2015-03-04 15:26:59","005b0000000mPx4AAE","2015-03-04 15:26:59","","Mali","","a0Ib000000GjA7gEAF","","","Tiele","","Boutique","","a0Pb0000009Ls0kEAC","","","","","0"
"a0Vb0000009DEwEEAW","005b0000000mPx4AAE","0","Tanima","XOF","2014-10-30 17:11:03","005b0000000mPx4AAE","2015-03-04 15:26:59","005b0000000mPx4AAE","2015-03-04 15:26:59","","Mali","","a0Ib000000GjA7gEAF","","","Tiele","","Boutique","","a0Pb0000009Ls0pEAC","","","","","0"
"a0Vb0000009DEwFEAW","005b0000000mPx4AAE","0","Massakoni","XOF","2014-10-30 17:11:03","005b0000000mPx4AAE","2015-03-04 15:26:59","005b0000000mPx4AAE","2015-03-04 15:26:59","","Mali","","a0Ib000000GjA7hEAF","","","Tiele","","Boutique","","a0Pb0000008pvzLEAQ","","","","","1"
"a0Vb0000009DEwGEAW","005b0000000mPx4AAE","0","Baguineda","XOF","2014-10-30 17:11:03","005b0000000mPx4AAE","2015-03-04 15:26:59","005b0000000mPx4AAE","2015-03-04 15:26:59","","Mali","","a0Ib000000GjA7hEAF","","","Tiele","","Boutique","","a0Pb0000008pvzXEAQ","","","","","1"
"a0Vb0000009DEwHEAW","005b0000000mPx4AAE","0","Sounoukouba","XOF","2014-10-30 17:11:03","005b0000000mPx4AAE","2015-03-04 15:26:59","005b0000000mPx4AAE","2015-03-04 15:26:59","","Mali","","a0Ib000000GjA7hEAF","","","Tiele","","Boutique","","a0Pb0000009h7TIEAY","","","","","0"
"a0Vb0000009DEwIEAW","005b0000000mPx4AAE","0","Kalassa","XOF","2014-10-30 17:11:03","005b0000000mPx4AAE","2015-03-04 15:26:59","005b0000000mPx4AAE","2015-03-04 15:26:59","","Mali","","a0Ib000000GjA7jEAF","","","Bancoumana","","Boutique","","a0Pb0000008pvxyEAA","","","","","1"
"a0Vb0000009DEwJEAW","005b0000000mPx4AAE","0","Siby","XOF","2014-10-30 17:11:03","005b0000000mPx4AAE","2015-03-04 15:26:59","005b0000000mPx4AAE","2015-03-04 15:26:59","","Mali","","a0Ib000000GjA7jEAF","","","Bancoumana","","Boutique","","a0Pb0000008pvxwEAA","","","","","1"
"a0Vb0000009DEwKEAW","005b0000000mPx4AAE","0","Tabou","XOF","2014-10-30 17:11:03","005b0000000mPx4AAE","2015-03-04 15:26:59","005b0000000mPx4AAE","2015-03-04 15:26:59","","Mali","","a0Ib000000GjA7jEAF","","","Bancoumana","","Boutique","","a0Pb0000008pvy9EAA","","","","","1"
"a0Vb0000009DEwNEAW","005b0000000mPx4AAE","0","Bancoumana","XOF","2014-10-30 17:11:03","005b0000000mPx4AAE","2015-03-06 16:39:19","005b0000001WmnMAAS","2015-03-06 16:39:19","","Mali","","a0Ib000000GjA7lEAF","","","Bancoumana","","Boutique","","a0Pb0000008pvyAEAQ","","","","a0Ib000000GUsJeEAL","1"
"a0Vb0000009DEwOEAW","005b0000000mPx4AAE","0","Kolle","XOF","2014-10-30 17:11:03","005b0000000mPx4AAE","2015-03-04 15:26:59","005b0000000mPx4AAE","2015-03-04 15:26:59","","Mali","","a0Ib000000GjA7lEAF","","","Bancoumana","","Boutique","","a0Pb0000008pvxtEAA","","","","","1"
"a0Vb0000009DEwPEAW","005b0000000mPx4AAE","0","Niaganabougou","XOF","2014-10-30 17:11:03","005b0000000mPx4AAE","2015-03-04 15:26:59","005b0000000mPx4AAE","2015-03-04 15:26:59","","Mali","","a0Ib000000GjA7lEAF","","","Bancoumana","","Boutique","","a0Pb0000008pvyEEAQ","","","","","1"
"a0Vb0000009DEwTEAW","005b0000000mPx4AAE","0","Bokoro","XOF","2014-10-30 17:11:03","005b0000000mPx4AAE","2015-03-04 15:26:59","005b0000000mPx4AAE","2015-03-04 15:26:59","","Mali","","a0Ib000000GjA7nEAF","","","Sido","","Boutique","","a0Pb0000008pvyeEAA","","","","","1"
"a0Vb0000009DEwUEAW","005b0000000mPx4AAE","0","Gouanale","XOF","2014-10-30 17:11:03","005b0000000mPx4AAE","2015-03-04 15:26:59","005b0000000mPx4AAE","2015-03-04 15:26:59","","Mali","","a0Ib000000GjA7nEAF","","","Sido","","Boutique","","a0Pb0000009LleaEAC","","","","","0"
"a0Vb0000009DEwVEAW","005b0000000mPx4AAE","0","Semana","XOF","2014-10-30 17:11:03","005b0000000mPx4AAE","2015-03-04 15:26:59","005b0000000mPx4AAE","2015-03-04 15:26:59","","Mali","","a0Ib000000GjA7nEAF","","","Sido","","Boutique","","a0Pb0000008pvyzEAA","","","","","1"
"a0Vb0000009DEwXEAW","005b0000000mPx4AAE","0","Djiguidala","XOF","2014-10-30 17:11:03","005b0000000mPx4AAE","2015-03-04 15:26:59","005b0000000mPx4AAE","2015-03-04 15:26:59","","Mali","","a0Ib000000GjA7qEAF","","","Bancoumana","","Boutique","","a0Pb0000008pvy2EAA","","","","","1"
"a0Vb0000009DEwYEAW","005b0000000mPx4AAE","0","Gonsolo","XOF","2014-10-30 17:11:03","005b0000000mPx4AAE","2015-03-04 15:26:59","005b0000000mPx4AAE","2015-03-04 15:26:59","","Mali","","a0Ib000000GjA7qEAF","","","Bancoumana","","Boutique","","a0Pb0000008pvy6EAA","","","","","1"
"a0Vb0000009DEwZEAW","005b0000000mPx4AAE","0","Niame","XOF","2014-10-30 17:11:03","005b0000000mPx4AAE","2015-03-04 15:26:59","005b0000000mPx4AAE","2015-03-04 15:26:59","","Mali","","a0Ib000000GjA7qEAF","","","Bancoumana","","Boutique","","a0Pb0000008pvxsEAA","","","","","1"
"a0Vb0000009DEwfEAG","005b0000000mPx4AAE","0","Laban","XOF","2014-10-30 17:11:03","005b0000000mPx4AAE","2015-03-04 15:26:59","005b0000000mPx4AAE","2015-03-04 15:26:59","","Mali","","a0Ib000000GjA7sEAF","","","Sido","","Boutique","","a0Pb0000008pvz3EAA","","","","","1"
"a0Vb0000009DEwhEAG","005b0000000mPx4AAE","0","Toba","XOF","2014-10-30 17:11:03","005b0000000mPx4AAE","2015-03-04 15:26:59","005b0000000mPx4AAE","2015-03-04 15:26:59","","Mali","","a0Ib000000GjA7sEAF","","","Sido","","Boutique","","a0Pb0000008pvzAEAQ","","","","","1"
"a0Vb0000009DEwiEAG","005b0000000mPx4AAE","0","Diensobala","XOF","2014-10-30 17:11:03","005b0000000mPx4AAE","2015-03-04 15:26:59","005b0000000mPx4AAE","2015-03-04 15:26:59","","Mali","","a0Ib000000GjA7tEAF","","","Sido","","Boutique","","a0Pb0000008pvywEAA","","","","","1"
"a0Vb0000009DEwjEAG","005b0000000mPx4AAE","0","Fogoba","XOF","2014-10-30 17:11:03","005b0000000mPx4AAE","2015-03-04 15:26:59","005b0000000mPx4AAE","2015-03-04 15:26:59","","Mali","","a0Ib000000GjA7tEAF","","","Sido","","Boutique","","a0Pb0000008pvyiEAA","","","","","1"
"a0Vb0000009DEwkEAG","005b0000000mPx4AAE","0","Zamblebougou","XOF","2014-10-30 17:11:03","005b0000000mPx4AAE","2015-03-04 15:26:59","005b0000000mPx4AAE","2015-03-04 15:26:59","","Mali","","a0Ib000000GjA7tEAF","","","Sido","","Boutique","","a0Pb0000008pvyxEAA","","","","","1"
"a0Vb0000009DEwlEAG","005b0000000mPx4AAE","0","Kokele","XOF","2014-10-30 17:11:03","005b0000000mPx4AAE","2015-03-04 15:26:59","005b0000000mPx4AAE","2015-03-04 15:26:59","","Mali","","a0Ib000000GjA7uEAF","","","Sido","","Boutique","","a0Pb0000008pvyrEAA","","","","","1"
"a0Vb0000009DEwmEAG","005b0000000mPx4AAE","0","Mena","XOF","2014-10-30 17:11:03","005b0000000mPx4AAE","2015-03-04 15:26:59","005b0000000mPx4AAE","2015-03-04 15:26:59","","Mali","","a0Ib000000GjA7uEAF","","","Sido","","Boutique","","a0Pb0000008pvytEAA","","","","","1"
"a0Vb0000009DEwnEAG","005b0000000mPx4AAE","0","Sakoro","XOF","2014-10-30 17:11:03","005b0000000mPx4AAE","2015-03-04 15:26:59","005b0000000mPx4AAE","2015-03-04 15:26:59","","Mali","","a0Ib000000GjA7uEAF","","","Sido","","Boutique","","a0Pb0000008pvysEAA","","","","","1"
"a0Vb0000009DEwoEAG","005b0000000mPx4AAE","0","Kenieroba","XOF","2014-10-30 17:11:03","005b0000000mPx4AAE","2015-03-06 16:34:20","005b0000001WmnMAAS","2015-03-06 16:34:20","","Mali","","a0Ib000000GjA7vEAF","","","Bancoumana","","Boutique","","a0Pb0000008pvy0EAA","","","","a0Ib000000GUsJeEAL","1"
"a0Vb0000009DEwpEAG","005b0000000mPx4AAE","0","Ouoronina","XOF","2014-10-30 17:11:03","005b0000000mPx4AAE","2015-03-04 15:26:59","005b0000000mPx4AAE","2015-03-04 15:26:59","","Mali","","a0Ib000000GjA7vEAF","","","Bancoumana","","Boutique","","a0Pb0000008pvy7EAA","","","","","1"
"a0Vb0000009DEwqEAG","005b0000000mPx4AAE","0","Ticko","XOF","2014-10-30 17:11:03","005b0000000mPx4AAE","2015-03-04 15:26:59","005b0000000mPx4AAE","2015-03-04 15:26:59","","Mali","","a0Ib000000GjA7vEAF","","","Bancoumana","","Boutique","","a0Pb0000008pvxrEAA","","","","","1"
